ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status
0.8758984123324562,-0.5544873301529852,1.978337442953947,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Urban,Y
0.2779362206147552,-0.5544873301529852,-0.24671323465521258,-4.386880254238722,Male,Yes,3+,Not Graduate,Yes,1.0,Urban,Y
-0.18077450179882365,-0.5544873301529852,-0.11582790067820319,0.2732312961117544,Female,No,0,Graduate,No,0.0,Semiurban,N
-0.3596716835401194,0.4941248891155914,0.312524101428373,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Urban,Y
-0.5780507524605839,0.08678726577936348,-0.5798759029603274,0.2732312961117544,Male,Yes,2,Not Graduate,Yes,1.0,Semiurban,Y
-0.3118347082027033,-0.5544873301529852,-0.7702545705632501,-0.6587910139583409,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.10623400940661709,-0.5544873301529852,-0.6036732364106927,0.2732312961117544,Male,Yes,3+,Not Graduate,No,0.0,Semiurban,N
-0.02251930256613895,0.052243940878474296,0.4910041023061131,0.2732312961117544,Male,Yes,3+,Graduate,Yes,1.0,Semiurban,Y
-0.2708783937014909,-0.5544873301529852,-0.3894972353574046,2.1372759162519452,Male,No,0,Graduate,No,1.0,Urban,N
-0.2708783937014909,1.0700749795422981,0.36011876832910367,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,N
-0.7213978532148273,0.4790763119310456,-0.42519323553295263,0.2732312961117544,Male,Yes,1,Graduate,Yes,1.0,Urban,N
-0.36638851911831827,0.8135651411693586,0.4077134352298344,-0.6587910139583409,Male,Yes,3+,Graduate,No,0.0,Semiurban,N
-0.3391935262895132,0.18631308306806402,-0.18721990102929922,0.2732312961117544,Male,Yes,3+,Not Graduate,Yes,1.0,Semiurban,Y
-0.25515116893302536,-0.5544873301529852,-0.41329456880777,0.2732312961117544,Female,No,0,Graduate,No,1.0,Semiurban,Y
-0.49286161829806213,-0.5544873301529852,-0.2348145679300299,0.2732312961117544,Male,Yes,1,Graduate,Yes,1.0,Semiurban,Y
-0.6594719056889942,0.088839344486347,0.25303076780245964,0.2732312961117544,Female,Yes,2,Graduate,No,1.0,Urban,N
0.09772843680942066,0.21504218496583322,1.4191001068703615,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,N
-0.23188798229633673,-0.5544873301529852,-1.139113239043913,-1.5908133240284363,Male,Yes,1,Graduate,No,1.0,Urban,Y
-0.4976125507802028,0.3111478710762279,-0.11582790067820319,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.3391935262895132,0.12953890550818672,-0.556078569509962,0.2732312961117544,Male,Yes,2,Not Graduate,No,1.0,Semiurban,Y
-0.4756599662075529,0.16989645341219586,-0.4965852358840487,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
0.5181040488498647,-0.5544873301529852,0.7646734369853145,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
0.047761733117941525,0.8706813318470665,0.34822010160392103,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.4006279980413318,0.43735071155571414,-0.17532123430411653,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
0.13868475131063304,1.3792548380611478,0.5029027690312957,-2.5228356340985316,Male,Yes,2,Graduate,No,1.0,Semiurban,Y
-0.3490230417698042,0.06797654429868126,-0.7702545705632501,0.2732312961117544,Male,Yes,2,Not Graduate,No,1.0,Urban,Y
-0.20813331988563355,-0.5544873301529852,-0.2824092348307606,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.2921756772421214,-0.5544873301529852,-1.4365799071734797,-3.4548579441686273,Male,No,0,Not Graduate,No,1.0,Semiurban,Y
0.22583978856921302,-0.5544873301529852,-0.1991185677544819,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,N
-0.4782811703356305,0.2328268670930237,-0.1039292339530205,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.5613405761440893,-0.213500251675891,-1.139113239043913,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.19912293069536682,-0.5544873301529852,-0.36569990190703927,-2.5228356340985316,Male,Yes,0,Not Graduate,No,1.0,Semiurban,Y
-0.5970544823891465,0.6565811200851197,-0.17532123430411653,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.18274040489488186,0.5615014733282169,-0.1515239008537512,-2.5228356340985316,Male,Yes,2,Not Graduate,No,1.0,Urban,Y
-0.09181738670219032,0.7472145963102249,0.0626521001995369,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
1.35099166054652,-0.5544873301529852,-0.2348145679300299,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Urban,Y
-0.1231080109811166,0.6709456710340044,-0.2348145679300299,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.26006592667317086,-0.2966094393087234,0.16974010072618095,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Urban,Y
-0.38522842378887595,-0.20221381878748168,-0.5441799027847793,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Urban,Y
0.9851698594216909,-0.16938055947574543,0.9431534378630546,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Urban,Y
0.31610750572988516,-0.5544873301529852,-0.3062065682811259,0.2732312961117544,Male,No,0,Not Graduate,No,1.0,Rural,N
-0.26268713080124845,0.6767598940371243,0.8360654373364106,0.2732312961117544,Male,Yes,2,Graduate,No,0.0,Urban,N
-0.5459410018916334,-0.2966094393087234,-0.6155719031358754,2.1372759162519452,Male,Yes,3+,Not Graduate,No,1.0,Semiurban,Y
-0.014328039665896469,-0.5544873301529852,-0.11582790067820319,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
-0.40537893052347246,0.24342927374577186,-0.08013190050265516,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.3000392896263542,0.8525546366020454,0.07455076692471957,0.2732312961117544,Male,Yes,0,Not Graduate,No,0.0,Rural,N
0.33543888617445744,-0.5544873301529852,-0.2348145679300299,0.2732312961117544,Female,No,1,Graduate,Yes,1.0,Semiurban,Y
-0.05790555829518646,-0.5544873301529852,-0.33000390173149124,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
1.5038406262650446,-0.5544873301529852,0.46720676885574774,-2.5228356340985316,Male,Yes,1,Graduate,No,1.0,Rural,Y
-0.36638851911831827,0.22632861785424258,0.09834810037508492,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.5225139899969399,-0.07635299142582604,-0.7226599036625194,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Urban,Y
0.02695592535132563,0.17810476824012994,0.34822010160392103,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,N
0.8198701740947977,-0.5544873301529852,1.3477081065192655,0.2732312961117544,Female,No,0,Graduate,No,1.0,Urban,Y
0.04317462589380574,0.3576616551011876,0.4077134352298344,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.2027270863714735,-0.5544873301529852,-1.210505239395009,0.2732312961117544,Female,No,0,Graduate,No,1.0,Semiurban,Y
-0.5351285348633134,2.5167904679656767,-0.1039292339530205,0.2732312961117544,Female,No,0,Graduate,No,0.0,Semiurban,Y
-0.40079182329933666,-0.5544873301529852,-0.7702545705632501,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Semiurban,Y
-0.18077450179882365,0.13432708915781494,0.5742947693823918,0.2732312961117544,Male,Yes,0,Not Graduate,No,1.0,Rural,Y
-0.2803802586657722,-0.5544873301529852,-0.6274705698610581,0.2732312961117544,Female,No,0,Graduate,No,1.0,Rural,Y
3.014309505069758,-0.5544873301529852,2.6684601130145422,0.2732312961117544,Male,Yes,3+,Graduate,No,1.0,Rural,Y
-0.25203848903093323,0.006414183089175776,-0.2348145679300299,0.2732312961117544,Male,No,0,Graduate,No,1.0,Rural,Y
0.8370718261853068,0.7622631734947707,0.16974010072618095,-2.5228356340985316,Male,Yes,1,Graduate,Yes,0.0,Urban,N
0.11083445744980862,0.32414436955379017,0.4315107686801997,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,N
2.4184770417061197,-0.5544873301529852,6.00008679606569,2.1372759162519452,Male,No,0,Graduate,Yes,1.0,Urban,Y
-0.5552790415979099,0.10525597414221513,-0.8535452376395288,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
-0.4399460599624957,-0.5544873301529852,-0.9011399045402595,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.31855154378090217,-0.5544873301529852,-1.4365799071734797,-3.4548579441686273,Male,Yes,0,Graduate,Yes,1.0,Semiurban,Y
-0.08329847328593815,-0.5544873301529852,-0.5203825693344141,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.22992207920027855,2.096114333034056,1.7165667749999283,0.2732312961117544,Male,Yes,3+,Graduate,No,1.0,Semiurban,N
-0.13441195378345122,-0.5544873301529852,-0.7345585703877021,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Rural,N
-0.34197855567559565,0.6425585822540657,-0.6869639034869715,0.2732312961117544,Male,Yes,2,Graduate,Yes,1.0,Urban,Y
1.571991933595062,-0.5544873301529852,1.14543077219116,0.2732312961117544,Male,No,0,Graduate,No,0.0,Semiurban,N
-0.19715702759930862,-0.06540857165524729,-0.1991185677544819,0.2732312961117544,Male,Yes,2,Not Graduate,No,1.0,Rural,N
-0.05921616035922526,0.15792599428812537,0.46720676885574774,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Rural,N
0.0022183113925933404,-0.5544873301529852,0.26492943452764234,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
0.25336243191402774,-0.5544873301529852,0.34822010160392103,-2.5228356340985316,Male,No,0,Graduate,Yes,1.0,Semiurban,Y
-0.4432225651225927,0.14116735151442666,-0.2824092348307606,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
1.0408704471433399,-0.5544873301529852,0.4910041023061131,-2.5228356340985316,Male,Yes,2,Graduate,No,1.0,Urban,Y
-0.5035102600683774,0.9797835164350234,-0.5441799027847793,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
1.550203174280417,-0.5544873301529852,-0.9011399045402595,0.2732312961117544,Female,Yes,2,Graduate,No,1.0,Urban,Y
-0.6332598644082182,-0.06711863724440022,-1.3770865735475664,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Urban,Y
0.753029468828819,0.015306524152771011,0.9431534378630546,0.2732312961117544,Female,No,0,Graduate,No,1.0,Rural,N
-0.08903235731610788,-0.2706164423535989,-0.24671323465521258,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
0.143108033276764,-0.5544873301529852,-0.33000390173149124,0.2732312961117544,Male,No,0,Graduate,No,0.0,Rural,N
-0.4630454213411795,0.7280618617117122,0.07455076692471957,0.2732312961117544,Male,Yes,0,Graduate,Yes,1.0,Rural,Y
0.6163992036527745,-0.5544873301529852,1.1692281056415255,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,N
-0.511537697710615,-0.5544873301529852,-0.3894972353574046,0.2732312961117544,Male,Yes,2,Not Graduate,No,1.0,Rural,N
-0.35213572167189633,-0.5544873301529852,-1.139113239043913,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
5.667623383716302,-0.5544873301529852,5.405153459806557,-2.5228356340985316,Male,Yes,3+,Graduate,No,0.0,Semiurban,Y
0.09772843680942066,-0.5544873301529852,0.16974010072618095,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Rural,Y
0.6773421996305785,-0.5544873301529852,0.4910041023061131,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Urban,Y
-0.39702384236522514,0.15792599428812537,-0.3062065682811259,0.2732312961117544,Male,No,0,Graduate,No,1.0,Rural,Y
-0.13441195378345122,1.3693364576440608,1.3001134396185348,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.5800166555566422,-0.19845167449134524,-0.5679772362351447,0.2732312961117544,Male,Yes,0,Not Graduate,No,1.0,Semiurban,Y
0.4144026605327949,-0.5544873301529852,1.5380867741221882,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Urban,N
-0.37916688924269654,-0.11671053932983518,-0.2943079015559433,0.2732312961117544,Male,Yes,1,Graduate,No,0.0,Semiurban,N
-0.20256326111346865,-0.059594348652127316,0.1459427672758156,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Rural,Y
0.6421197691595358,-0.5544873301529852,-0.8416465709143461,-2.5228356340985316,Male,Yes,0,Graduate,No,1.0,Urban,Y
-0.27792287979569946,0.52832620089865,0.4315107686801997,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.13441195378345122,-0.5544873301529852,-0.4013959020825873,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Rural,N
-0.48565330694584874,0.5854423915763578,-0.1991185677544819,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.5187460090628284,-0.5544873301529852,-0.9844305716165382,2.1372759162519452,Male,No,0,Graduate,No,0.0,Semiurban,N
0.42537895281911986,-0.5544873301529852,0.6456867697334878,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Semiurban,Y
-0.5870611416508507,0.05053387528932137,-0.6036732364106927,0.2732312961117544,Male,Yes,0,Not Graduate,No,1.0,Rural,Y
7.594863718885352,-0.5544873301529852,6.595020132324825,-0.6587910139583409,Male,Yes,3+,Graduate,No,1.0,Urban,Y
-0.30823055252659665,-0.5544873301529852,-0.7702545705632501,-2.5228356340985316,Male,Yes,3+,Not Graduate,No,1.0,Rural,N
0.04989146147200457,1.3693364576440608,0.4910041023061131,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
-0.17356619044661029,-0.302765675429674,-0.6988625702121541,0.2732312961117544,Male,Yes,0,Not Graduate,Yes,1.0,Semiurban,N
-0.31232618397671785,0.11722643326628564,-0.35380123518185663,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.5502004585997595,-0.0007680923852665297,-0.5322812360595967,0.2732312961117544,Male,Yes,2,Graduate,No,1.0,Rural,Y
0.01843701193507345,3.3102609013326365,4.155793453662376,0.2732312961117544,Male,Yes,3+,Graduate,No,0.0,Semiurban,N
-0.2708783937014909,-0.5544873301529852,-0.35380123518185663,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Semiurban,Y
-0.5030187842943628,-0.05822629618080497,-0.5203825693344141,2.1372759162519452,Male,No,0,Not Graduate,No,0.0,Urban,N
0.1632585400113605,1.925107774118763,0.4077134352298344,0.2732312961117544,Male,Yes,1,Graduate,No,0.0,Urban,N
-0.5713339168823851,1.1771250854232715,-0.9368359047158076,0.2732312961117544,Male,No,0,Graduate,No,1.0,Rural,N
-0.13162692439736878,-0.5544873301529852,-0.8654439043647115,-2.5228356340985316,Male,Yes,0,Graduate,No,1.0,Semiurban,Y
4.659606571212462,-0.5544873301529852,1.3596067732444481,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Semiurban,N
-0.2913565509520971,-0.5544873301529852,-0.448990568983318,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
5.52804426389617,1.0700749795422981,-0.3062065682811259,0.2732312961117544,Male,Yes,0,Graduate,Yes,1.0,Semiurban,Y
-0.5284116992851144,-0.5544873301529852,-0.9487345714409902,-0.6587910139583409,Male,Yes,1,Graduate,Yes,0.0,Rural,N
-0.49482752139412034,0.1767367157688076,-1.0439239052424516,0.2732312961117544,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.7748048873244083,1.256814141877798,0.26492943452764234,0.2732312961117544,Male,Yes,0,Graduate,Yes,1.0,Rural,Y
0.6429388954495601,-0.5544873301529852,0.5029027690312957,-2.5228356340985316,Male,Yes,0,Graduate,No,1.0,Rural,Y
-0.08493672586598665,-0.5544873301529852,-1.1629105724942783,0.2732312961117544,Male,No,0,Not Graduate,No,1.0,Rural,Y
1.0806799848385182,-0.5544873301529852,0.21733476762691162,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,N
0.10313467032358069,-0.5544873301529852,0.16974010072618095,0.2732312961117544,Male,Yes,0,Not Graduate,No,1.0,Urban,N
-0.25318526583696715,-0.5544873301529852,-0.8297479041891634,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,Y
-0.19863145492135226,-0.5544873301529852,-0.3062065682811259,0.2732312961117544,Male,No,0,Graduate,No,1.0,Rural,Y
-0.3732691799545219,0.32893255320341835,0.28872676797800767,0.2732312961117544,Male,Yes,1,Graduate,No,1.0,Semiurban,N
0.47993276373473476,0.7280618617117122,0.4910041023061131,0.2732312961117544,Male,No,0,Graduate,No,1.0,Rural,Y
-0.5728083442044287,0.25437369351635064,-0.3062065682811259,0.2732312961117544,Female,No,0,Not Graduate,No,1.0,Urban,Y
-0.3255960298751107,0.4086216096579449,-0.3894972353574046,0.2732312961117544,Female,Yes,0,Graduate,No,1.0,Semiurban,Y
0.9168547268336686,-0.5544873301529852,-0.7464572371128848,0.2732312961117544,Male,No,0,Graduate,Yes,1.0,Urban,N
-0.45927744040706797,0.30054546442347974,-0.6631665700366061,0.2732312961117544,Male,Yes,1,Not Graduate,No,1.0,Semiurban,Y
-0.07871136606180236,-0.5544873301529852,0.24113210107727698,0.2732312961117544,Male,No,2,Graduate,No,0.0,Semiurban,Y
-0.23123268126431734,-0.5544873301529852,-0.1991185677544819,-2.5228356340985316,Male,Yes,3+,Not Graduate,No,1.0,Urban,N
-0.3118347082027033,-0.18408712354246062,-0.12772656740338584,0.2732312961117544,Male,Yes,1,Not Graduate,No,1.0,Urban,Y
-0.24351957561468104,-0.5544873301529852,-0.25861190138039525,0.2732312961117544,Male,Yes,2,Not Graduate,No,1.0,Semiurban,Y
-0.1630813739342999,-0.5544873301529852,-0.3062065682811259,0.2732312961117544,Female,No,0,Not Graduate,No,1.0,Semiurban,Y
-0.35377397425194484,-0.5544873301529852,-0.7821532372884328,0.2732312961117544,Female,No,0,Graduate,No,1.0,Urban,Y
-0.23401771065039978,0.3111478710762279,-1.0796199054179996,0.2732312961117544,Male,No,0,Not Graduate,No,1.0,Rural,Y
-0.4791002966256548,-0.5544873301529852,-1.032025238517269,0.2732312961117544,Male,No,0,Graduate,No,1.0,Urban,Y
-0.325268379359101,-0.5544873301529852,-0.22291590120484722,0.2732312961117544,Male,No,0,Graduate,No,1.0,Semiurban,N
0.753029468828819,-0.5544873301529852,0.8122681038860452,0.2732312961117544,Female,No,0,Graduate,No,1.0,Semiurban,N
